"","ORG_CODE","SEX","AGE","POP","abs_pop"
"769","P81167","MALE","0",-35,35
"770","P81167","MALE","1",-34,34
"771","P81167","MALE","10",-45,45
"772","P81167","MALE","11",-38,38
"773","P81167","MALE","12",-49,49
"774","P81167","MALE","13",-47,47
"775","P81167","MALE","14",-44,44
"776","P81167","MALE","15",-43,43
"777","P81167","MALE","16",-31,31
"778","P81167","MALE","17",-48,48
"779","P81167","MALE","18",-49,49
"780","P81167","MALE","19",-42,42
"781","P81167","MALE","2",-41,41
"782","P81167","MALE","20",-40,40
"783","P81167","MALE","21",-53,53
"784","P81167","MALE","22",-42,42
"785","P81167","MALE","23",-43,43
"786","P81167","MALE","24",-43,43
"787","P81167","MALE","25",-50,50
"788","P81167","MALE","26",-41,41
"789","P81167","MALE","27",-38,38
"790","P81167","MALE","28",-42,42
"791","P81167","MALE","29",-45,45
"792","P81167","MALE","3",-41,41
"793","P81167","MALE","30",-49,49
"794","P81167","MALE","31",-32,32
"795","P81167","MALE","32",-43,43
"796","P81167","MALE","33",-45,45
"797","P81167","MALE","34",-33,33
"798","P81167","MALE","35",-48,48
"799","P81167","MALE","36",-46,46
"800","P81167","MALE","37",-39,39
"801","P81167","MALE","38",-34,34
"802","P81167","MALE","39",-38,38
"803","P81167","MALE","4",-34,34
"804","P81167","MALE","40",-38,38
"805","P81167","MALE","41",-39,39
"806","P81167","MALE","42",-40,40
"807","P81167","MALE","43",-35,35
"808","P81167","MALE","44",-30,30
"809","P81167","MALE","45",-30,30
"810","P81167","MALE","46",-21,21
"811","P81167","MALE","47",-42,42
"812","P81167","MALE","48",-28,28
"813","P81167","MALE","49",-46,46
"814","P81167","MALE","5",-42,42
"815","P81167","MALE","50",-40,40
"816","P81167","MALE","51",-40,40
"817","P81167","MALE","52",-35,35
"818","P81167","MALE","53",-42,42
"819","P81167","MALE","54",-21,21
"820","P81167","MALE","55",-35,35
"821","P81167","MALE","56",-34,34
"822","P81167","MALE","57",-21,21
"823","P81167","MALE","58",-38,38
"824","P81167","MALE","59",-29,29
"825","P81167","MALE","6",-50,50
"826","P81167","MALE","60",-43,43
"827","P81167","MALE","61",-19,19
"828","P81167","MALE","62",-20,20
"829","P81167","MALE","63",-22,22
"830","P81167","MALE","64",-16,16
"831","P81167","MALE","65",-21,21
"832","P81167","MALE","66",-21,21
"833","P81167","MALE","67",-17,17
"834","P81167","MALE","68",-18,18
"835","P81167","MALE","69",-16,16
"836","P81167","MALE","7",-59,59
"837","P81167","MALE","70",-18,18
"838","P81167","MALE","71",-22,22
"839","P81167","MALE","72",-9,9
"840","P81167","MALE","73",-16,16
"841","P81167","MALE","74",-9,9
"842","P81167","MALE","75",-10,10
"843","P81167","MALE","76",-13,13
"844","P81167","MALE","77",-10,10
"845","P81167","MALE","78",-7,7
"846","P81167","MALE","79",-4,4
"847","P81167","MALE","8",-52,52
"848","P81167","MALE","80",-10,10
"849","P81167","MALE","81",-2,2
"850","P81167","MALE","82",-5,5
"851","P81167","MALE","83",-11,11
"852","P81167","MALE","84",-5,5
"853","P81167","MALE","85",-4,4
"854","P81167","MALE","86",-2,2
"855","P81167","MALE","87",-3,3
"856","P81167","MALE","88",-4,4
"857","P81167","MALE","89",-1,1
"858","P81167","MALE","9",-48,48
"859","P81167","MALE","90",-2,2
"860","P81167","MALE","91",-2,2
"861","P81167","MALE","92",-1,1
"862","P81167","MALE","93",-2,2
"863","P81167","MALE","94",0,0
"864","P81167","MALE","95+",-3,3
"865","P81204","MALE","0",-22,22
"866","P81204","MALE","1",-30,30
"867","P81204","MALE","10",-32,32
"868","P81204","MALE","11",-36,36
"869","P81204","MALE","12",-38,38
"870","P81204","MALE","13",-26,26
"871","P81204","MALE","14",-32,32
"872","P81204","MALE","15",-34,34
"873","P81204","MALE","16",-36,36
"874","P81204","MALE","17",-39,39
"875","P81204","MALE","18",-24,24
"876","P81204","MALE","19",-34,34
"877","P81204","MALE","2",-26,26
"878","P81204","MALE","20",-37,37
"879","P81204","MALE","21",-33,33
"880","P81204","MALE","22",-28,28
"881","P81204","MALE","23",-50,50
"882","P81204","MALE","24",-39,39
"883","P81204","MALE","25",-27,27
"884","P81204","MALE","26",-39,39
"885","P81204","MALE","27",-29,29
"886","P81204","MALE","28",-38,38
"887","P81204","MALE","29",-27,27
"888","P81204","MALE","3",-27,27
"889","P81204","MALE","30",-38,38
"890","P81204","MALE","31",-39,39
"891","P81204","MALE","32",-39,39
"892","P81204","MALE","33",-35,35
"893","P81204","MALE","34",-32,32
"894","P81204","MALE","35",-34,34
"895","P81204","MALE","36",-33,33
"896","P81204","MALE","37",-41,41
"897","P81204","MALE","38",-26,26
"898","P81204","MALE","39",-26,26
"899","P81204","MALE","4",-28,28
"900","P81204","MALE","40",-35,35
"901","P81204","MALE","41",-31,31
"902","P81204","MALE","42",-24,24
"903","P81204","MALE","43",-31,31
"904","P81204","MALE","44",-29,29
"905","P81204","MALE","45",-42,42
"906","P81204","MALE","46",-38,38
"907","P81204","MALE","47",-34,34
"908","P81204","MALE","48",-39,39
"909","P81204","MALE","49",-28,28
"910","P81204","MALE","5",-34,34
"911","P81204","MALE","50",-25,25
"912","P81204","MALE","51",-46,46
"913","P81204","MALE","52",-34,34
"914","P81204","MALE","53",-33,33
"915","P81204","MALE","54",-30,30
"916","P81204","MALE","55",-35,35
"917","P81204","MALE","56",-38,38
"918","P81204","MALE","57",-33,33
"919","P81204","MALE","58",-25,25
"920","P81204","MALE","59",-30,30
"921","P81204","MALE","6",-35,35
"922","P81204","MALE","60",-38,38
"923","P81204","MALE","61",-21,21
"924","P81204","MALE","62",-22,22
"925","P81204","MALE","63",-11,11
"926","P81204","MALE","64",-34,34
"927","P81204","MALE","65",-24,24
"928","P81204","MALE","66",-25,25
"929","P81204","MALE","67",-20,20
"930","P81204","MALE","68",-11,11
"931","P81204","MALE","69",-22,22
"932","P81204","MALE","7",-29,29
"933","P81204","MALE","70",-23,23
"934","P81204","MALE","71",-9,9
"935","P81204","MALE","72",-25,25
"936","P81204","MALE","73",-9,9
"937","P81204","MALE","74",-12,12
"938","P81204","MALE","75",-12,12
"939","P81204","MALE","76",-18,18
"940","P81204","MALE","77",-12,12
"941","P81204","MALE","78",-10,10
"942","P81204","MALE","79",-8,8
"943","P81204","MALE","8",-31,31
"944","P81204","MALE","80",-5,5
"945","P81204","MALE","81",-8,8
"946","P81204","MALE","82",-6,6
"947","P81204","MALE","83",-4,4
"948","P81204","MALE","84",-9,9
"949","P81204","MALE","85",-2,2
"950","P81204","MALE","86",-5,5
"951","P81204","MALE","87",-3,3
"952","P81204","MALE","88",-2,2
"953","P81204","MALE","89",-2,2
"954","P81204","MALE","9",-34,34
"955","P81204","MALE","90",0,0
"956","P81204","MALE","91",-2,2
"957","P81204","MALE","92",-2,2
"958","P81204","MALE","93",0,0
"959","P81204","MALE","94",0,0
"960","P81204","MALE","95+",-2,2
"961","P81214","MALE","0",-18,18
"962","P81214","MALE","1",-30,30
"963","P81214","MALE","10",-32,32
"964","P81214","MALE","11",-25,25
"965","P81214","MALE","12",-31,31
"966","P81214","MALE","13",-30,30
"967","P81214","MALE","14",-41,41
"968","P81214","MALE","15",-29,29
"969","P81214","MALE","16",-28,28
"970","P81214","MALE","17",-27,27
"971","P81214","MALE","18",-26,26
"972","P81214","MALE","19",-27,27
"973","P81214","MALE","2",-19,19
"974","P81214","MALE","20",-25,25
"975","P81214","MALE","21",-22,22
"976","P81214","MALE","22",-32,32
"977","P81214","MALE","23",-26,26
"978","P81214","MALE","24",-29,29
"979","P81214","MALE","25",-22,22
"980","P81214","MALE","26",-29,29
"981","P81214","MALE","27",-29,29
"982","P81214","MALE","28",-25,25
"983","P81214","MALE","29",-25,25
"984","P81214","MALE","3",-28,28
"985","P81214","MALE","30",-23,23
"986","P81214","MALE","31",-24,24
"987","P81214","MALE","32",-28,28
"988","P81214","MALE","33",-16,16
"989","P81214","MALE","34",-25,25
"990","P81214","MALE","35",-27,27
"991","P81214","MALE","36",-32,32
"992","P81214","MALE","37",-32,32
"993","P81214","MALE","38",-27,27
"994","P81214","MALE","39",-32,32
"995","P81214","MALE","4",-24,24
"996","P81214","MALE","40",-26,26
"997","P81214","MALE","41",-27,27
"998","P81214","MALE","42",-40,40
"999","P81214","MALE","43",-29,29
"1000","P81214","MALE","44",-31,31
"1001","P81214","MALE","45",-24,24
"1002","P81214","MALE","46",-40,40
"1003","P81214","MALE","47",-23,23
"1004","P81214","MALE","48",-27,27
"1005","P81214","MALE","49",-22,22
"1006","P81214","MALE","5",-27,27
"1007","P81214","MALE","50",-28,28
"1008","P81214","MALE","51",-24,24
"1009","P81214","MALE","52",-20,20
"1010","P81214","MALE","53",-23,23
"1011","P81214","MALE","54",-25,25
"1012","P81214","MALE","55",-34,34
"1013","P81214","MALE","56",-21,21
"1014","P81214","MALE","57",-39,39
"1015","P81214","MALE","58",-29,29
"1016","P81214","MALE","59",-24,24
"1017","P81214","MALE","6",-36,36
"1018","P81214","MALE","60",-19,19
"1019","P81214","MALE","61",-30,30
"1020","P81214","MALE","62",-24,24
"1021","P81214","MALE","63",-25,25
"1022","P81214","MALE","64",-32,32
"1023","P81214","MALE","65",-24,24
"1024","P81214","MALE","66",-20,20
"1025","P81214","MALE","67",-20,20
"1026","P81214","MALE","68",-18,18
"1027","P81214","MALE","69",-12,12
"1028","P81214","MALE","7",-33,33
"1029","P81214","MALE","70",-11,11
"1030","P81214","MALE","71",-21,21
"1031","P81214","MALE","72",-21,21
"1032","P81214","MALE","73",-15,15
"1033","P81214","MALE","74",-15,15
"1034","P81214","MALE","75",-14,14
"1035","P81214","MALE","76",-10,10
"1036","P81214","MALE","77",-14,14
"1037","P81214","MALE","78",-6,6
"1038","P81214","MALE","79",-18,18
"1039","P81214","MALE","8",-39,39
"1040","P81214","MALE","80",-16,16
"1041","P81214","MALE","81",-12,12
"1042","P81214","MALE","82",-8,8
"1043","P81214","MALE","83",-10,10
"1044","P81214","MALE","84",-5,5
"1045","P81214","MALE","85",-7,7
"1046","P81214","MALE","86",-6,6
"1047","P81214","MALE","87",-6,6
"1048","P81214","MALE","88",-8,8
"1049","P81214","MALE","89",-4,4
"1050","P81214","MALE","9",-37,37
"1051","P81214","MALE","90",0,0
"1052","P81214","MALE","91",-6,6
"1053","P81214","MALE","92",-2,2
"1054","P81214","MALE","93",-5,5
"1055","P81214","MALE","94",0,0
"1056","P81214","MALE","95+",-2,2
"1057","P81622","MALE","0",-46,46
"1058","P81622","MALE","1",-67,67
"1059","P81622","MALE","10",-101,101
"1060","P81622","MALE","11",-115,115
"1061","P81622","MALE","12",-84,84
"1062","P81622","MALE","13",-100,100
"1063","P81622","MALE","14",-110,110
"1064","P81622","MALE","15",-90,90
"1065","P81622","MALE","16",-114,114
"1066","P81622","MALE","17",-90,90
"1067","P81622","MALE","18",-99,99
"1068","P81622","MALE","19",-93,93
"1069","P81622","MALE","2",-89,89
"1070","P81622","MALE","20",-74,74
"1071","P81622","MALE","21",-83,83
"1072","P81622","MALE","22",-81,81
"1073","P81622","MALE","23",-67,67
"1074","P81622","MALE","24",-89,89
"1075","P81622","MALE","25",-91,91
"1076","P81622","MALE","26",-91,91
"1077","P81622","MALE","27",-92,92
"1078","P81622","MALE","28",-82,82
"1079","P81622","MALE","29",-72,72
"1080","P81622","MALE","3",-87,87
"1081","P81622","MALE","30",-73,73
"1082","P81622","MALE","31",-80,80
"1083","P81622","MALE","32",-84,84
"1084","P81622","MALE","33",-78,78
"1085","P81622","MALE","34",-93,93
"1086","P81622","MALE","35",-94,94
"1087","P81622","MALE","36",-95,95
"1088","P81622","MALE","37",-104,104
"1089","P81622","MALE","38",-107,107
"1090","P81622","MALE","39",-103,103
"1091","P81622","MALE","4",-74,74
"1092","P81622","MALE","40",-107,107
"1093","P81622","MALE","41",-105,105
"1094","P81622","MALE","42",-104,104
"1095","P81622","MALE","43",-95,95
"1096","P81622","MALE","44",-75,75
"1097","P81622","MALE","45",-93,93
"1098","P81622","MALE","46",-80,80
"1099","P81622","MALE","47",-86,86
"1100","P81622","MALE","48",-88,88
"1101","P81622","MALE","49",-60,60
"1102","P81622","MALE","5",-87,87
"1103","P81622","MALE","50",-76,76
"1104","P81622","MALE","51",-67,67
"1105","P81622","MALE","52",-45,45
"1106","P81622","MALE","53",-56,56
"1107","P81622","MALE","54",-43,43
"1108","P81622","MALE","55",-49,49
"1109","P81622","MALE","56",-41,41
"1110","P81622","MALE","57",-36,36
"1111","P81622","MALE","58",-47,47
"1112","P81622","MALE","59",-47,47
"1113","P81622","MALE","6",-96,96
"1114","P81622","MALE","60",-48,48
"1115","P81622","MALE","61",-42,42
"1116","P81622","MALE","62",-39,39
"1117","P81622","MALE","63",-41,41
"1118","P81622","MALE","64",-28,28
"1119","P81622","MALE","65",-35,35
"1120","P81622","MALE","66",-31,31
"1121","P81622","MALE","67",-49,49
"1122","P81622","MALE","68",-26,26
"1123","P81622","MALE","69",-28,28
"1124","P81622","MALE","7",-92,92
"1125","P81622","MALE","70",-20,20
"1126","P81622","MALE","71",-30,30
"1127","P81622","MALE","72",-30,30
"1128","P81622","MALE","73",-21,21
"1129","P81622","MALE","74",-10,10
"1130","P81622","MALE","75",-10,10
"1131","P81622","MALE","76",-9,9
"1132","P81622","MALE","77",-11,11
"1133","P81622","MALE","78",-10,10
"1134","P81622","MALE","79",-8,8
"1135","P81622","MALE","8",-107,107
"1136","P81622","MALE","80",-6,6
"1137","P81622","MALE","81",-7,7
"1138","P81622","MALE","82",-9,9
"1139","P81622","MALE","83",-7,7
"1140","P81622","MALE","84",-7,7
"1141","P81622","MALE","85",-9,9
"1142","P81622","MALE","86",-4,4
"1143","P81622","MALE","87",-2,2
"1144","P81622","MALE","88",-4,4
"1145","P81622","MALE","89",-2,2
"1146","P81622","MALE","9",-96,96
"1147","P81622","MALE","90",-1,1
"1148","P81622","MALE","91",-2,2
"1149","P81622","MALE","92",0,0
"1150","P81622","MALE","93",0,0
"1151","P81622","MALE","94",-3,3
"1152","P81622","MALE","95+",-2,2
"1153","P81633","MALE","0",-8,8
"1154","P81633","MALE","1",-12,12
"1155","P81633","MALE","10",-12,12
"1156","P81633","MALE","11",-19,19
"1157","P81633","MALE","12",-13,13
"1158","P81633","MALE","13",-22,22
"1159","P81633","MALE","14",-20,20
"1160","P81633","MALE","15",-18,18
"1161","P81633","MALE","16",-15,15
"1162","P81633","MALE","17",-23,23
"1163","P81633","MALE","18",-23,23
"1164","P81633","MALE","19",-10,10
"1165","P81633","MALE","2",-11,11
"1166","P81633","MALE","20",-17,17
"1167","P81633","MALE","21",-13,13
"1168","P81633","MALE","22",-13,13
"1169","P81633","MALE","23",-20,20
"1170","P81633","MALE","24",-19,19
"1171","P81633","MALE","25",-21,21
"1172","P81633","MALE","26",-21,21
"1173","P81633","MALE","27",-19,19
"1174","P81633","MALE","28",-18,18
"1175","P81633","MALE","29",-16,16
"1176","P81633","MALE","3",-17,17
"1177","P81633","MALE","30",-18,18
"1178","P81633","MALE","31",-19,19
"1179","P81633","MALE","32",-16,16
"1180","P81633","MALE","33",-20,20
"1181","P81633","MALE","34",-23,23
"1182","P81633","MALE","35",-30,30
"1183","P81633","MALE","36",-24,24
"1184","P81633","MALE","37",-27,27
"1185","P81633","MALE","38",-15,15
"1186","P81633","MALE","39",-26,26
"1187","P81633","MALE","4",-10,10
"1188","P81633","MALE","40",-17,17
"1189","P81633","MALE","41",-20,20
"1190","P81633","MALE","42",-13,13
"1191","P81633","MALE","43",-21,21
"1192","P81633","MALE","44",-17,17
"1193","P81633","MALE","45",-18,18
"1194","P81633","MALE","46",-26,26
"1195","P81633","MALE","47",-23,23
"1196","P81633","MALE","48",-29,29
"1197","P81633","MALE","49",-25,25
"1198","P81633","MALE","5",-14,14
"1199","P81633","MALE","50",-26,26
"1200","P81633","MALE","51",-29,29
"1201","P81633","MALE","52",-29,29
"1202","P81633","MALE","53",-29,29
"1203","P81633","MALE","54",-31,31
"1204","P81633","MALE","55",-37,37
"1205","P81633","MALE","56",-36,36
"1206","P81633","MALE","57",-27,27
"1207","P81633","MALE","58",-21,21
"1208","P81633","MALE","59",-26,26
"1209","P81633","MALE","6",-17,17
"1210","P81633","MALE","60",-20,20
"1211","P81633","MALE","61",-25,25
"1212","P81633","MALE","62",-27,27
"1213","P81633","MALE","63",-26,26
"1214","P81633","MALE","64",-24,24
"1215","P81633","MALE","65",-21,21
"1216","P81633","MALE","66",-23,23
"1217","P81633","MALE","67",-20,20
"1218","P81633","MALE","68",-18,18
"1219","P81633","MALE","69",-19,19
"1220","P81633","MALE","7",-13,13
"1221","P81633","MALE","70",-24,24
"1222","P81633","MALE","71",-15,15
"1223","P81633","MALE","72",-22,22
"1224","P81633","MALE","73",-17,17
"1225","P81633","MALE","74",-14,14
"1226","P81633","MALE","75",-13,13
"1227","P81633","MALE","76",-24,24
"1228","P81633","MALE","77",-11,11
"1229","P81633","MALE","78",-8,8
"1230","P81633","MALE","79",-13,13
"1231","P81633","MALE","8",-16,16
"1232","P81633","MALE","80",-8,8
"1233","P81633","MALE","81",-6,6
"1234","P81633","MALE","82",-12,12
"1235","P81633","MALE","83",-7,7
"1236","P81633","MALE","84",-9,9
"1237","P81633","MALE","85",-6,6
"1238","P81633","MALE","86",-6,6
"1239","P81633","MALE","87",-8,8
"1240","P81633","MALE","88",-5,5
"1241","P81633","MALE","89",-2,2
"1242","P81633","MALE","9",-14,14
"1243","P81633","MALE","90",-1,1
"1244","P81633","MALE","91",-3,3
"1245","P81633","MALE","92",-3,3
"1246","P81633","MALE","93",-3,3
"1247","P81633","MALE","94",-1,1
"1248","P81633","MALE","95+",-3,3
"1249","P81683","MALE","0",-40,40
"1250","P81683","MALE","1",-41,41
"1251","P81683","MALE","10",-76,76
"1252","P81683","MALE","11",-75,75
"1253","P81683","MALE","12",-82,82
"1254","P81683","MALE","13",-72,72
"1255","P81683","MALE","14",-66,66
"1256","P81683","MALE","15",-65,65
"1257","P81683","MALE","16",-71,71
"1258","P81683","MALE","17",-82,82
"1259","P81683","MALE","18",-69,69
"1260","P81683","MALE","19",-68,68
"1261","P81683","MALE","2",-57,57
"1262","P81683","MALE","20",-65,65
"1263","P81683","MALE","21",-92,92
"1264","P81683","MALE","22",-84,84
"1265","P81683","MALE","23",-70,70
"1266","P81683","MALE","24",-83,83
"1267","P81683","MALE","25",-60,60
"1268","P81683","MALE","26",-54,54
"1269","P81683","MALE","27",-59,59
"1270","P81683","MALE","28",-53,53
"1271","P81683","MALE","29",-52,52
"1272","P81683","MALE","3",-52,52
"1273","P81683","MALE","30",-69,69
"1274","P81683","MALE","31",-59,59
"1275","P81683","MALE","32",-61,61
"1276","P81683","MALE","33",-51,51
"1277","P81683","MALE","34",-68,68
"1278","P81683","MALE","35",-67,67
"1279","P81683","MALE","36",-74,74
"1280","P81683","MALE","37",-72,72
"1281","P81683","MALE","38",-83,83
"1282","P81683","MALE","39",-75,75
"1283","P81683","MALE","4",-66,66
"1284","P81683","MALE","40",-77,77
"1285","P81683","MALE","41",-72,72
"1286","P81683","MALE","42",-64,64
"1287","P81683","MALE","43",-52,52
"1288","P81683","MALE","44",-63,63
"1289","P81683","MALE","45",-51,51
"1290","P81683","MALE","46",-42,42
"1291","P81683","MALE","47",-54,54
"1292","P81683","MALE","48",-58,58
"1293","P81683","MALE","49",-49,49
"1294","P81683","MALE","5",-81,81
"1295","P81683","MALE","50",-58,58
"1296","P81683","MALE","51",-48,48
"1297","P81683","MALE","52",-42,42
"1298","P81683","MALE","53",-31,31
"1299","P81683","MALE","54",-31,31
"1300","P81683","MALE","55",-24,24
"1301","P81683","MALE","56",-16,16
"1302","P81683","MALE","57",-25,25
"1303","P81683","MALE","58",-30,30
"1304","P81683","MALE","59",-26,26
"1305","P81683","MALE","6",-52,52
"1306","P81683","MALE","60",-23,23
"1307","P81683","MALE","61",-26,26
"1308","P81683","MALE","62",-26,26
"1309","P81683","MALE","63",-19,19
"1310","P81683","MALE","64",-23,23
"1311","P81683","MALE","65",-33,33
"1312","P81683","MALE","66",-33,33
"1313","P81683","MALE","67",-41,41
"1314","P81683","MALE","68",-22,22
"1315","P81683","MALE","69",-15,15
"1316","P81683","MALE","7",-81,81
"1317","P81683","MALE","70",-10,10
"1318","P81683","MALE","71",-10,10
"1319","P81683","MALE","72",-8,8
"1320","P81683","MALE","73",-20,20
"1321","P81683","MALE","74",-9,9
"1322","P81683","MALE","75",-10,10
"1323","P81683","MALE","76",-4,4
"1324","P81683","MALE","77",-14,14
"1325","P81683","MALE","78",-7,7
"1326","P81683","MALE","79",-8,8
